"sender","duration","Horizontal_Pos","Vertical_Pos","P_Size_L","P_Size_R","P_Size","Position"
"Post_Manip Exp Trial",856.960000000021,NA,NA,NA,NA,"P_Small_3.png","200"
"Sequence",2290.02000000002,NA,NA,NA,NA,"P_Small_3.png","200"
"Start Button",1347.06,NA,NA,NA,NA,"Control_3.png","-200"
"Mask",199.979999999981,NA,NA,NA,NA,"Control_3.png","-200"
"Post_Manip Exp Trial",1045.96000000002,NA,NA,NA,NA,"Control_3.png","-200"
"Sequence",2629.06,NA,NA,NA,NA,"Control_3.png","-200"
"Start Button",1133.78000000003,NA,NA,NA,NA,"P_Large_3.png","200"
"Mask",199.940000000002,NA,NA,NA,NA,"P_Large_3.png","200"
"Post_Manip Exp Trial",830.260000000009,NA,NA,NA,NA,"P_Large_3.png","200"
"Sequence",2196.78000000003,NA,NA,NA,NA,"P_Large_3.png","200"
"Start Button",791.719999999972,NA,NA,NA,NA,"Control_3.png","-200"
"Mask",199.940000000002,NA,NA,NA,NA,"Control_3.png","-200"
"Post_Manip Exp Trial",835.859999999986,NA,NA,NA,NA,"Control_3.png","-200"
"Sequence",1885.71999999997,NA,NA,NA,NA,"Control_3.png","-200"
"Start Button",938.299999999988,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Mask",199.98000000004,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Post_Manip Exp Trial",1286.79999999999,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Sequence",2453.29999999999,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Start Button",1250.64000000001,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Mask",199.98000000004,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Post_Manip Exp Trial",1156.85999999999,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Sequence",2656.64000000001,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Start Button",1284.94,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Mask",199.940000000002,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Post_Manip Exp Trial",784.520000000019,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Sequence",2300.94,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Start Button",811.900000000023,NA,NA,NA,NA,"P_Small_3.png","-200"
"Mask",199.960000000021,NA,NA,NA,NA,"P_Small_3.png","-200"
"Post_Manip Exp Trial",1199.09999999998,NA,NA,NA,NA,"P_Small_3.png","-200"
"Sequence",2248.90000000002,NA,NA,NA,NA,"P_Small_3.png","-200"
"Start Button",840.940000000002,NA,NA,NA,NA,"Control_3.png","-200"
"Mask",199.900000000023,NA,NA,NA,NA,"Control_3.png","-200"
"Post_Manip Exp Trial",913.739999999991,NA,NA,NA,NA,"Control_3.png","-200"
"Sequence",1996.94,NA,NA,NA,NA,"Control_3.png","-200"
"Start Button",2604.76000000001,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Mask",199.98000000004,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Post_Manip Exp Trial",942.859999999986,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Sequence",3775.76000000001,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Start Button",1491.67999999999,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Mask",199.960000000021,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Post_Manip Exp Trial",868.559999999998,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Sequence",2601.67999999999,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Start Button",1107.62,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Mask",199.960000000021,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Post_Manip Exp Trial",774.5,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Sequence",2107.62,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Start Button",1568.88,NA,NA,NA,NA,"P_Large_3.png","200"
"Mask",199.940000000002,NA,NA,NA,NA,"P_Large_3.png","200"
"Post_Manip Exp Trial",769.179999999993,NA,NA,NA,NA,"P_Large_3.png","200"
"Sequence",2568.88,NA,NA,NA,NA,"P_Large_3.png","200"
"Start Button",1031.26000000001,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Mask",199.960000000021,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Post_Manip Exp Trial",842.799999999988,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Sequence",2109.26000000001,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Start Button",1241.5,NA,NA,NA,NA,"Control_3.png","200"
"Mask",199.940000000002,NA,NA,NA,NA,"Control_3.png","200"
"Post_Manip Exp Trial",1071.06,NA,NA,NA,NA,"Control_3.png","200"
"Sequence",2537.5,NA,NA,NA,NA,"Control_3.png","200"
"Start Button",1596.17999999999,NA,NA,NA,NA,"P_Small_3.png","-200"
"Mask",199.960000000021,NA,NA,NA,NA,"P_Small_3.png","-200"
"Post_Manip Exp Trial",967.099999999977,NA,NA,NA,NA,"P_Small_3.png","-200"
"Sequence",2800.17999999999,NA,NA,NA,NA,"P_Small_3.png","-200"
"Start Button",1420.26000000001,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Mask",199.98000000004,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Post_Manip Exp Trial",862.799999999988,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Sequence",2529.26000000001,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Start Button",2712.21999999997,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Mask",199.960000000021,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Post_Manip Exp Trial",4637.62,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Sequence",7587.21999999997,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Start Button",1471.58000000002,NA,NA,NA,NA,"Control_3.png","200"
"Mask",199.940000000002,NA,NA,NA,NA,"Control_3.png","200"
"Post_Manip Exp Trial",1036.12,NA,NA,NA,NA,"Control_3.png","200"
"Sequence",2752.58000000002,NA,NA,NA,NA,"Control_3.png","200"
"Start Button",1077.56,NA,NA,NA,NA,"P_Large_3.png","-200"
"Mask",199.979999999981,NA,NA,NA,NA,"P_Large_3.png","-200"
"Post_Manip Exp Trial",794.179999999993,NA,NA,NA,NA,"P_Large_3.png","-200"
"Sequence",2110.56,NA,NA,NA,NA,"P_Large_3.png","-200"
"Start Button",3647.91999999998,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Mask",199.919999999984,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Post_Manip Exp Trial",921,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Sequence",4803.91999999998,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Start Button",1344.5,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Mask",199.919999999984,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Post_Manip Exp Trial",824.380000000005,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Sequence",2407.5,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Start Button",911.760000000009,NA,NA,NA,NA,"P_Large_3.png","200"
"Mask",199.979999999981,NA,NA,NA,NA,"P_Large_3.png","200"
"Post_Manip Exp Trial",964.960000000021,NA,NA,NA,NA,"P_Large_3.png","200"
"Sequence",2114.76000000001,NA,NA,NA,NA,"P_Large_3.png","200"
"Start Button",1168.03999999998,NA,NA,NA,NA,"P_Large_3.png","-200"
"Mask",199.959999999963,NA,NA,NA,NA,"P_Large_3.png","-200"
"Post_Manip Exp Trial",923.580000000016,NA,NA,NA,NA,"P_Large_3.png","-200"
"Sequence",2340.03999999998,NA,NA,NA,NA,"P_Large_3.png","-200"
"Start Button",1957.71999999997,NA,NA,NA,NA,"Control_3.png","200"
"Mask",199.960000000021,NA,NA,NA,NA,"Control_3.png","200"
"Post_Manip Exp Trial",1836,NA,NA,NA,NA,"Control_3.png","200"
"Sequence",4035.71999999997,NA,NA,NA,NA,"Control_3.png","200"
"Start Button",1094.64000000001,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Mask",199.940000000002,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Post_Manip Exp Trial",995.440000000002,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Sequence",2328.64000000001,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Start Button",759.239999999991,NA,NA,NA,NA,"Control_3.png","200"
"Mask",199.940000000002,NA,NA,NA,NA,"Control_3.png","200"
"Post_Manip Exp Trial",1024.34000000003,NA,NA,NA,NA,"Control_3.png","200"
"Sequence",2024.23999999999,NA,NA,NA,NA,"Control_3.png","200"
"Start Button",1505.79999999999,NA,NA,NA,NA,"P_Large_3.png","-200"
"Mask",199.960000000021,NA,NA,NA,NA,"P_Large_3.png","-200"
"Post_Manip Exp Trial",1069.73999999999,NA,NA,NA,NA,"P_Large_3.png","-200"
"Sequence",2802.79999999999,NA,NA,NA,NA,"P_Large_3.png","-200"
"Start Button",1578.76000000001,NA,NA,NA,NA,"P_Large_3.png","-200"
"Mask",199.98000000004,NA,NA,NA,NA,"P_Large_3.png","-200"
"Post_Manip Exp Trial",997.419999999984,NA,NA,NA,NA,"P_Large_3.png","-200"
"Sequence",2813.76000000001,NA,NA,NA,NA,"P_Large_3.png","-200"
"Start Button",853.179999999993,NA,NA,NA,NA,"P_Small_3.png","-200"
"Mask",199.960000000021,NA,NA,NA,NA,"P_Small_3.png","-200"
"Post_Manip Exp Trial",1302,NA,NA,NA,NA,"P_Small_3.png","-200"
"Sequence",2385.17999999999,NA,NA,NA,NA,"P_Small_3.png","-200"
"Start Button",718.880000000005,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Mask",199.960000000021,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Post_Manip Exp Trial",1065.97999999998,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Sequence",2015.88,NA,NA,NA,NA,"Control_3 (Small).png","-200"
"Start Button",841.159999999974,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Mask",199.919999999984,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Post_Manip Exp Trial",976.900000000023,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Sequence",2060.15999999997,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Start Button",788.359999999986,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Mask",199.960000000021,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Post_Manip Exp Trial",1287.88,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Sequence",2304.35999999999,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Start Button",1095.38,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Mask",199.98000000004,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Post_Manip Exp Trial",794.219999999972,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Sequence",2127.38,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Start Button",1133,NA,NA,NA,NA,"Control_3.png","-200"
"Mask",199.979999999981,NA,NA,NA,NA,"Control_3.png","-200"
"Post_Manip Exp Trial",969.5,NA,NA,NA,NA,"Control_3.png","-200"
"Sequence",2336,NA,NA,NA,NA,"Control_3.png","-200"
"Start Button",858.919999999984,NA,NA,NA,NA,"P_Large_3.png","200"
"Mask",199.98000000004,NA,NA,NA,NA,"P_Large_3.png","200"
"Post_Manip Exp Trial",884.099999999977,NA,NA,NA,NA,"P_Large_3.png","200"
"Sequence",1983.91999999998,NA,NA,NA,NA,"P_Large_3.png","200"
"Start Button",827.539999999979,NA,NA,NA,NA,"P_Small_3.png","200"
"Mask",199.98000000004,NA,NA,NA,NA,"P_Small_3.png","200"
"Post_Manip Exp Trial",666.979999999981,NA,NA,NA,NA,"P_Small_3.png","200"
"Sequence",1733.53999999998,NA,NA,NA,NA,"P_Small_3.png","200"
"Start Button",733.020000000019,NA,NA,NA,NA,"Control_3.png","200"
"Mask",199.959999999963,NA,NA,NA,NA,"Control_3.png","200"
"Post_Manip Exp Trial",5093.58000000002,NA,NA,NA,NA,"Control_3.png","200"
"Sequence",6060.02000000002,NA,NA,NA,NA,"Control_3.png","200"
"Start Button",2288.12,NA,NA,NA,NA,"P_Large_3.png","200"
"Mask",199.940000000061,NA,NA,NA,NA,"P_Large_3.png","200"
"Post_Manip Exp Trial",1068.21999999997,NA,NA,NA,NA,"P_Large_3.png","200"
"Sequence",3601.12,NA,NA,NA,NA,"P_Large_3.png","200"
"Start Button",921.359999999986,NA,NA,NA,NA,"P_Small_3.png","-200"
"Mask",199.960000000079,NA,NA,NA,NA,"P_Small_3.png","-200"
"Post_Manip Exp Trial",816.839999999967,NA,NA,NA,NA,"P_Small_3.png","-200"
"Sequence",1983.35999999999,NA,NA,NA,NA,"P_Small_3.png","-200"
"Start Button",1217.85999999999,NA,NA,NA,NA,"P_Small_3.png","-200"
"Mask",199.939999999944,NA,NA,NA,NA,"P_Small_3.png","-200"
"Post_Manip Exp Trial",1018.16000000003,NA,NA,NA,NA,"P_Small_3.png","-200"
"Sequence",2467.85999999999,NA,NA,NA,NA,"P_Small_3.png","-200"
"Start Button",1371.62,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Mask",199.880000000005,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Post_Manip Exp Trial",710.160000000033,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Sequence",2326.62,NA,NA,NA,NA,"Control_3 (Small).png","200"
"Start Button",1132.95999999996,NA,NA,NA,NA,"P_Small_3.png","200"
"Mask",199.979999999981,NA,NA,NA,NA,"P_Small_3.png","200"
"Post_Manip Exp Trial",875.420000000042,NA,NA,NA,NA,"P_Small_3.png","200"
"Sequence",2241.95999999996,NA,NA,NA,NA,"P_Small_3.png","200"
"Start Button",803.560000000056,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Mask",199.979999999981,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Post_Manip Exp Trial",661.380000000005,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Sequence",1694.56000000006,NA,NA,NA,NA,"Control_3 (Big).png","-200"
"Experimental Trials_Post Manip",133294.2,NA,NA,NA,NA,NA,NA
